index,top5_indices,top5_tanimoto
1333,"[np.int64(1423), np.int64(1233), np.int64(1386), np.int64(1292), np.int64(153)]","[0.9761904761904762, 0.52, 0.5098039215686274, 0.4528301886792453, 0.4444444444444444]"
1334,"[np.int64(1378), np.int64(974), np.int64(1331), np.int64(1251), np.int64(1075)]","[0.8941176470588236, 0.34579439252336447, 0.33636363636363636, 0.22935779816513763, 0.21818181818181817]"
1335,"[np.int64(1268), np.int64(1208), np.int64(1417), np.int64(1424), np.int64(1300)]","[0.6901408450704225, 0.5342465753424658, 0.5125, 0.48717948717948717, 0.4342105263157895]"
1336,"[np.int64(1130), np.int64(1098), np.int64(792), np.int64(1099), np.int64(1425)]","[0.8987341772151899, 0.25, 0.24210526315789474, 0.23076923076923078, 0.22772277227722773]"
1337,"[np.int64(634), np.int64(1044), np.int64(1126), np.int64(438), np.int64(1217)]","[0.5806451612903226, 0.43478260869565216, 0.39285714285714285, 0.37777777777777777, 0.36538461538461536]"
1338,"[np.int64(1343), np.int64(1406), np.int64(1247), np.int64(1091), np.int64(569)]","[0.2222222222222222, 0.2222222222222222, 0.21951219512195122, 0.21052631578947367, 0.208955223880597]"
1339,"[np.int64(1402), np.int64(511), np.int64(288), np.int64(567), np.int64(1345)]","[0.8305084745762712, 0.47761194029850745, 0.46875, 0.4411764705882353, 0.43283582089552236]"
1340,"[np.int64(1307), np.int64(1302), np.int64(1367), np.int64(74), np.int64(561)]","[0.9137931034482759, 0.7741935483870968, 0.7272727272727273, 0.3384615384615385, 0.3064516129032258]"
1341,"[np.int64(1089), np.int64(974), np.int64(1179), np.int64(1331), np.int64(1181)]","[0.25225225225225223, 0.23893805309734514, 0.23529411764705882, 0.23275862068965517, 0.21359223300970873]"
1342,"[np.int64(1318), np.int64(672), np.int64(385), np.int64(387), np.int64(731)]","[0.9550561797752809, 0.44166666666666665, 0.4083333333333333, 0.3644859813084112, 0.35714285714285715]"
1343,"[np.int64(1264), np.int64(1406), np.int64(1246), np.int64(139), np.int64(84)]","[0.975609756097561, 0.7083333333333334, 0.6938775510204082, 0.6808510638297872, 0.6808510638297872]"
1344,"[np.int64(1326), np.int64(1176), np.int64(1257), np.int64(1156), np.int64(1185)]","[0.7671232876712328, 0.5263157894736842, 0.47058823529411764, 0.4691358024691358, 0.45555555555555555]"
1345,"[np.int64(1272), np.int64(288), np.int64(1451), np.int64(848), np.int64(236)]","[0.8163265306122449, 0.5272727272727272, 0.47540983606557374, 0.47540983606557374, 0.4666666666666667]"
1346,"[np.int64(1350), np.int64(1194), np.int64(1139), np.int64(1377), np.int64(1332)]","[0.8846153846153846, 0.3944954128440367, 0.375, 0.2719298245614035, 0.2672413793103448]"
1347,"[np.int64(1383), np.int64(865), np.int64(160), np.int64(747), np.int64(308)]","[0.6285714285714286, 0.37142857142857144, 0.3611111111111111, 0.2549019607843137, 0.25]"
1348,"[np.int64(1303), np.int64(283), np.int64(1309), np.int64(885), np.int64(1407)]","[0.9848484848484849, 0.40540540540540543, 0.40540540540540543, 0.3493975903614458, 0.33766233766233766]"
1349,"[np.int64(1252), np.int64(1234), np.int64(1260), np.int64(760), np.int64(745)]","[0.8548387096774194, 0.7794117647058824, 0.6619718309859155, 0.6461538461538462, 0.6461538461538462]"
1350,"[np.int64(1346), np.int64(1139), np.int64(1194), np.int64(1332), np.int64(1377)]","[0.8846153846153846, 0.3963963963963964, 0.39090909090909093, 0.27586206896551724, 0.25862068965517243]"
1351,"[np.int64(862), np.int64(994), np.int64(1308), np.int64(1149), np.int64(1363)]","[0.21641791044776118, 0.21014492753623187, 0.1865671641791045, 0.1858974358974359, 0.18518518518518517]"
1352,"[np.int64(1242), np.int64(1140), np.int64(1181), np.int64(1196), np.int64(1154)]","[0.8269230769230769, 0.6730769230769231, 0.5645161290322581, 0.5, 0.5]"
1353,"[np.int64(623), np.int64(1330), np.int64(906), np.int64(352), np.int64(1294)]","[0.40625, 0.40625, 0.39655172413793105, 0.37037037037037035, 0.3493975903614458]"
1354,"[np.int64(226), np.int64(1415), np.int64(765), np.int64(821), np.int64(1235)]","[0.22727272727272727, 0.21649484536082475, 0.20689655172413793, 0.20224719101123595, 0.1978021978021978]"
1355,"[np.int64(1430), np.int64(1453), np.int64(1441), np.int64(286), np.int64(792)]","[0.9333333333333333, 0.7619047619047619, 0.7164179104477612, 0.6491228070175439, 0.6229508196721312]"
1356,"[np.int64(1284), np.int64(1415), np.int64(1369), np.int64(775), np.int64(1392)]","[0.5409836065573771, 0.265625, 0.25, 0.25, 0.24242424242424243]"
1357,"[np.int64(1157), np.int64(1160), np.int64(924), np.int64(987), np.int64(1115)]","[0.6779661016949152, 0.42857142857142855, 0.3559322033898305, 0.3, 0.2923076923076923]"
1358,"[np.int64(1186), np.int64(1059), np.int64(1111), np.int64(19), np.int64(1028)]","[0.98, 0.2625, 0.24210526315789474, 0.24210526315789474, 0.24096385542168675]"
1359,"[np.int64(1447), np.int64(1075), np.int64(1203), np.int64(1250), np.int64(1311)]","[0.8524590163934426, 0.7741935483870968, 0.75, 0.7164179104477612, 0.5616438356164384]"
1360,"[np.int64(352), np.int64(1287), np.int64(395), np.int64(1294), np.int64(945)]","[0.6329113924050633, 0.5925925925925926, 0.5652173913043478, 0.4444444444444444, 0.41975308641975306]"
1361,"[np.int64(1408), np.int64(236), np.int64(745), np.int64(1071), np.int64(1451)]","[1.0, 0.6774193548387096, 0.6461538461538462, 0.582089552238806, 0.5362318840579711]"
1362,"[np.int64(1293), np.int64(1300), np.int64(1049), np.int64(1097), np.int64(1248)]","[0.7241379310344828, 0.3561643835616438, 0.2777777777777778, 0.27631578947368424, 0.2692307692307692]"
1363,"[np.int64(1308), np.int64(994), np.int64(862), np.int64(1149), np.int64(1141)]","[0.896551724137931, 0.616822429906542, 0.6095238095238096, 0.29931972789115646, 0.2248062015503876]"
1364,"[np.int64(1269), np.int64(114), np.int64(505), np.int64(1370), np.int64(843)]","[0.75, 0.3611111111111111, 0.34375, 0.3409090909090909, 0.32]"
1365,"[np.int64(1225), np.int64(1158), np.int64(1108), np.int64(1126), np.int64(1315)]","[0.9555555555555556, 0.6363636363636364, 0.5818181818181818, 0.45454545454545453, 0.421875]"
1366,"[np.int64(1458), np.int64(1404), np.int64(1304), np.int64(1444), np.int64(1400)]","[0.975609756097561, 0.8888888888888888, 0.8809523809523809, 0.8695652173913043, 0.7872340425531915]"
1367,"[np.int64(1302), np.int64(1307), np.int64(1340), np.int64(1443), np.int64(792)]","[0.9344262295081968, 0.803030303030303, 0.7272727272727273, 0.3170731707317073, 0.31645569620253167]"
1368,"[np.int64(1389), np.int64(1301), np.int64(1391), np.int64(1124), np.int64(286)]","[0.9272727272727272, 0.5373134328358209, 0.5070422535211268, 0.32857142857142857, 0.2714285714285714]"
1369,"[np.int64(1392), np.int64(247), np.int64(345), np.int64(691), np.int64(773)]","[0.9428571428571428, 0.4329896907216495, 0.43, 0.38738738738738737, 0.3853211009174312]"
1370,"[np.int64(871), np.int64(843), np.int64(1233), np.int64(1386), np.int64(662)]","[0.8285714285714286, 0.6041666666666666, 0.5555555555555556, 0.5434782608695652, 0.5365853658536586]"
1371,"[np.int64(1216), np.int64(1278), np.int64(1154), np.int64(1140), np.int64(1146)]","[0.7, 0.6363636363636364, 0.625, 0.625, 0.5769230769230769]"
1372,"[np.int64(1047), np.int64(270), np.int64(810), np.int64(1180), np.int64(884)]","[0.9152542372881356, 0.9152542372881356, 0.7432432432432432, 0.7083333333333334, 0.6865671641791045]"
1373,"[np.int64(1429), np.int64(352), np.int64(1360), np.int64(254), np.int64(1255)]","[0.9922480620155039, 0.2905405405405405, 0.2356687898089172, 0.22875816993464052, 0.2235294117647059]"
1374,"[np.int64(1147), np.int64(1450), np.int64(1288), np.int64(1425), np.int64(1329)]","[0.49230769230769234, 0.3684210526315789, 0.3625, 0.35064935064935066, 0.29577464788732394]"
1375,"[np.int64(1409), np.int64(1108), np.int64(1158), np.int64(970), np.int64(16)]","[0.9433962264150944, 0.5862068965517241, 0.5573770491803278, 0.5535714285714286, 0.5471698113207547]"
1376,"[np.int64(1100), np.int64(1058), np.int64(301), np.int64(1134), np.int64(1110)]","[0.5192307692307693, 0.25396825396825395, 0.21666666666666667, 0.21333333333333335, 0.20588235294117646]"
1377,"[np.int64(1332), np.int64(1382), np.int64(1398), np.int64(1194), np.int64(1139)]","[0.8961038961038961, 0.42718446601941745, 0.411214953271028, 0.32456140350877194, 0.2966101694915254]"
1378,"[np.int64(1334), np.int64(974), np.int64(1331), np.int64(1251), np.int64(1075)]","[0.8941176470588236, 0.3425925925925926, 0.3333333333333333, 0.22727272727272727, 0.21621621621621623]"
1379,"[np.int64(1319), np.int64(863), np.int64(513), np.int64(879), np.int64(1416)]","[0.855072463768116, 0.5875, 0.5194805194805194, 0.5, 0.4787234042553192]"
1380,"[np.int64(1449), np.int64(1458), np.int64(1366), np.int64(1304), np.int64(1444)]","[0.9074074074074074, 0.7647058823529411, 0.7450980392156863, 0.7254901960784313, 0.6964285714285714]"
1381,"[np.int64(1321), np.int64(1420), np.int64(1310), np.int64(1227), np.int64(272)]","[0.9803921568627451, 0.8571428571428571, 0.8392857142857143, 0.2236842105263158, 0.21686746987951808]"
1382,"[np.int64(1398), np.int64(1377), np.int64(1332), np.int64(1194), np.int64(1139)]","[0.9012345679012346, 0.42718446601941745, 0.4056603773584906, 0.24193548387096775, 0.21875]"
1383,"[np.int64(1347), np.int64(478), np.int64(12), np.int64(865), np.int64(160)]","[0.6285714285714286, 0.325, 0.2830188679245283, 0.2708333333333333, 0.2653061224489796]"
1384,"[np.int64(1204), np.int64(1149), np.int64(1442), np.int64(1307), np.int64(1367)]","[0.9791666666666666, 0.21739130434782608, 0.21120689655172414, 0.20958083832335328, 0.20588235294117646]"
1385,"[np.int64(274), np.int64(195), np.int64(262), np.int64(771), np.int64(654)]","[0.9333333333333333, 0.3333333333333333, 0.2857142857142857, 0.2608695652173913, 0.25]"
1386,"[np.int64(1233), np.int64(139), np.int64(84), np.int64(1292), np.int64(843)]","[0.9722222222222222, 0.6818181818181818, 0.6818181818181818, 0.6363636363636364, 0.625]"
1387,"[np.int64(887), np.int64(1206), np.int64(1143), np.int64(1243), np.int64(1299)]","[1.0, 0.8596491228070176, 0.7936507936507936, 0.7692307692307693, 0.7575757575757576]"
1388,"[np.int64(1327), np.int64(841), np.int64(1024), np.int64(1184), np.int64(291)]","[0.9583333333333334, 0.41935483870967744, 0.3870967741935484, 0.3488372093023256, 0.34375]"
1389,"[np.int64(1368), np.int64(1391), np.int64(1301), np.int64(792), np.int64(1124)]","[0.9272727272727272, 0.5633802816901409, 0.5070422535211268, 0.32432432432432434, 0.3108108108108108]"
1390,"[np.int64(1261), np.int64(1118), np.int64(1210), np.int64(1275), np.int64(1245)]","[0.7681159420289855, 0.5915492957746479, 0.5915492957746479, 0.26136363636363635, 0.25]"
1391,"[np.int64(1301), np.int64(1389), np.int64(1368), np.int64(792), np.int64(1400)]","[0.9285714285714286, 0.5633802816901409, 0.5070422535211268, 0.33783783783783783, 0.2987012987012987]"
1392,"[np.int64(1369), np.int64(345), np.int64(247), np.int64(691), np.int64(773)]","[0.9428571428571428, 0.42718446601941745, 0.4158415841584158, 0.38596491228070173, 0.37168141592920356]"
1393,"[np.int64(882), np.int64(1086), np.int64(576), np.int64(565), np.int64(1093)]","[0.5714285714285714, 0.41935483870967744, 0.3225806451612903, 0.28846153846153844, 0.23214285714285715]"
1394,"[np.int64(280), np.int64(208), np.int64(290), np.int64(157), np.int64(368)]","[0.4146341463414634, 0.40625, 0.3939393939393939, 0.3684210526315789, 0.3409090909090909]"
1395,"[np.int64(1282), np.int64(1209), np.int64(1410), np.int64(1109), np.int64(1437)]","[0.9811320754716981, 0.7333333333333333, 0.5, 0.4857142857142857, 0.44285714285714284]"
1396,"[np.int64(1148), np.int64(887), np.int64(1387), np.int64(1206), np.int64(1143)]","[0.75, 0.7101449275362319, 0.7101449275362319, 0.6571428571428571, 0.5974025974025974]"
1397,"[np.int64(1246), np.int64(1264), np.int64(1343), np.int64(142), np.int64(1286)]","[0.9767441860465116, 0.6938775510204082, 0.68, 0.6538461538461539, 0.6346153846153846]"
1398,"[np.int64(1382), np.int64(1332), np.int64(1377), np.int64(1139), np.int64(1194)]","[0.9012345679012346, 0.45714285714285713, 0.411214953271028, 0.25984251968503935, 0.2440944881889764]"
1399,"[np.int64(1419), np.int64(1059), np.int64(1405), np.int64(904), np.int64(1045)]","[0.9821428571428571, 0.7666666666666667, 0.639344262295082, 0.578125, 0.3492063492063492]"
1400,"[np.int64(1444), np.int64(1404), np.int64(1304), np.int64(1458), np.int64(1366)]","[0.9148936170212766, 0.8936170212765957, 0.8863636363636364, 0.8085106382978723, 0.7872340425531915]"
1401,"[np.int64(1325), np.int64(1026), np.int64(407), np.int64(768), np.int64(1054)]","[0.972972972972973, 0.6222222222222222, 0.6, 0.42857142857142855, 0.42857142857142855]"
1402,"[np.int64(1339), np.int64(751), np.int64(1034), np.int64(692), np.int64(760)]","[0.8305084745762712, 0.4647887323943662, 0.45714285714285713, 0.45588235294117646, 0.4305555555555556]"
1403,"[np.int64(1213), np.int64(721), np.int64(761), np.int64(513), np.int64(557)]","[0.8524590163934426, 0.6197183098591549, 0.6027397260273972, 0.5342465753424658, 0.5131578947368421]"
1404,"[np.int64(1444), np.int64(1400), np.int64(1366), np.int64(1458), np.int64(1443)]","[0.9782608695652174, 0.8936170212765957, 0.8888888888888888, 0.8695652173913043, 0.803921568627451]"
1405,"[np.int64(1059), np.int64(1399), np.int64(1419), np.int64(904), np.int64(1214)]","[0.7142857142857143, 0.639344262295082, 0.6290322580645161, 0.46774193548387094, 0.30985915492957744]"
1406,"[np.int64(84), np.int64(139), np.int64(1264), np.int64(1343), np.int64(843)]","[0.7555555555555555, 0.7555555555555555, 0.723404255319149, 0.7083333333333334, 0.6938775510204082]"
1407,"[np.int64(1309), np.int64(283), np.int64(885), np.int64(867), np.int64(573)]","[0.7045454545454546, 0.7045454545454546, 0.5961538461538461, 0.4246575342465753, 0.3974358974358974]"
1408,"[np.int64(1361), np.int64(236), np.int64(745), np.int64(1071), np.int64(1451)]","[1.0, 0.6774193548387096, 0.6461538461538462, 0.582089552238806, 0.5362318840579711]"
1409,"[np.int64(1375), np.int64(1158), np.int64(970), np.int64(1108), np.int64(16)]","[0.9433962264150944, 0.6065573770491803, 0.5789473684210527, 0.5573770491803278, 0.5178571428571429]"
1410,"[np.int64(1109), np.int64(1209), np.int64(1395), np.int64(1282), np.int64(1427)]","[0.9807692307692307, 0.6349206349206349, 0.5, 0.4857142857142857, 0.46835443037974683]"
1411,"[np.int64(1067), np.int64(843), np.int64(1370), np.int64(1233), np.int64(1386)]","[0.9069767441860465, 0.39344262295081966, 0.39285714285714285, 0.3448275862068966, 0.3389830508474576]"
1412,"[np.int64(1075), np.int64(1212), np.int64(1238), np.int64(1251), np.int64(1143)]","[0.6176470588235294, 0.5492957746478874, 0.5333333333333333, 0.5277777777777778, 0.5131578947368421]"
1413,"[np.int64(769), np.int64(1147), np.int64(1374), np.int64(1187), np.int64(1202)]","[0.7068965517241379, 0.21621621621621623, 0.19767441860465115, 0.1927710843373494, 0.189873417721519]"
1414,"[np.int64(1084), np.int64(1454), np.int64(358), np.int64(1288), np.int64(1302)]","[1.0, 0.975, 0.975, 0.20512820512820512, 0.19753086419753085]"
1415,"[np.int64(1356), np.int64(1322), np.int64(1284), np.int64(1354), np.int64(226)]","[0.265625, 0.256, 0.24615384615384617, 0.21649484536082475, 0.21153846153846154]"
1416,"[np.int64(1306), np.int64(863), np.int64(879), np.int64(1379), np.int64(1257)]","[0.7159090909090909, 0.7073170731707317, 0.6136363636363636, 0.4787234042553192, 0.45263157894736844]"
1417,"[np.int64(1424), np.int64(1265), np.int64(1237), np.int64(1268), np.int64(1208)]","[0.8059701492537313, 0.6538461538461539, 0.5921052631578947, 0.5822784810126582, 0.56]"
1418,"[np.int64(993), np.int64(1426), np.int64(1003), np.int64(1057), np.int64(1231)]","[1.0, 0.7692307692307693, 0.2631578947368421, 0.2564102564102564, 0.2]"
1419,"[np.int64(1399), np.int64(1059), np.int64(1405), np.int64(904), np.int64(852)]","[0.9821428571428571, 0.7833333333333333, 0.6290322580645161, 0.59375, 0.359375]"
1420,"[np.int64(1310), np.int64(1381), np.int64(1321), np.int64(1227), np.int64(272)]","[0.9811320754716981, 0.8571428571428571, 0.8392857142857143, 0.21794871794871795, 0.21176470588235294]"
1421,"[np.int64(1281), np.int64(766), np.int64(789), np.int64(717), np.int64(85)]","[0.9767441860465116, 0.24242424242424243, 0.22727272727272727, 0.22727272727272727, 0.21666666666666667]"
1422,"[np.int64(1211), np.int64(1431), np.int64(273), np.int64(1437), np.int64(1214)]","[0.9767441860465116, 0.3235294117647059, 0.3230769230769231, 0.3188405797101449, 0.3188405797101449]"
1423,"[np.int64(1333), np.int64(1233), np.int64(1386), np.int64(1292), np.int64(153)]","[0.9761904761904762, 0.5098039215686274, 0.5, 0.4444444444444444, 0.43636363636363634]"
1424,"[np.int64(1417), np.int64(1237), np.int64(1208), np.int64(1129), np.int64(1268)]","[0.8059701492537313, 0.7313432835820896, 0.6716417910447762, 0.6521739130434783, 0.5384615384615384]"
1425,"[np.int64(1450), np.int64(1147), np.int64(1155), np.int64(1201), np.int64(1374)]","[0.8490566037735849, 0.6851851851851852, 0.4918032786885246, 0.39436619718309857, 0.35064935064935066]"
1426,"[np.int64(993), np.int64(1418), np.int64(834), np.int64(1003), np.int64(1057)]","[0.7692307692307693, 0.7692307692307693, 0.2619047619047619, 0.2558139534883721, 0.25]"
1427,"[np.int64(1435), np.int64(1209), np.int64(1410), np.int64(1109), np.int64(1395)]","[0.984375, 0.4935064935064935, 0.46835443037974683, 0.45569620253164556, 0.3764705882352941]"
1428,"[np.int64(1452), np.int64(122), np.int64(783), np.int64(1022), np.int64(1026)]","[0.967741935483871, 0.45454545454545453, 0.4444444444444444, 0.4444444444444444, 0.425531914893617]"
1429,"[np.int64(1373), np.int64(352), np.int64(1360), np.int64(254), np.int64(1255)]","[0.9922480620155039, 0.28859060402684567, 0.23417721518987342, 0.22727272727272727, 0.2222222222222222]"
1430,"[np.int64(1355), np.int64(1441), np.int64(1453), np.int64(792), np.int64(286)]","[0.9333333333333333, 0.7761194029850746, 0.7164179104477612, 0.6885245901639344, 0.6065573770491803]"
1431,"[np.int64(1437), np.int64(1455), np.int64(1436), np.int64(1209), np.int64(1282)]","[0.9791666666666666, 0.5333333333333333, 0.515625, 0.4411764705882353, 0.43478260869565216]"
1432,"[np.int64(1442), np.int64(1303), np.int64(1348), np.int64(822), np.int64(885)]","[0.6305732484076433, 0.20261437908496732, 0.2012987012987013, 0.19875776397515527, 0.1956521739130435]"
